[2023-12-21 16:36:32,994][INFO] 
===== FNN_big-0.3-1000-small-2023-12-21-16-36-32 configuration =====
  exp_fn: test_goal_test
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 800
  tiny_width: 0.001
  lr: 0.001
  batch_size: 50
  min_epochs: 25
  max_epochs: 45
  use_scheduler: True
  no_pts: False
  no_abs: False
  no_refine: False
  quiet: False
  debug: False
  net: FNN_big
  no_repair: False
  repair_number: 1000
  repair_batchsize: 1
  patch_size: small
  repair_radius: 0.3
  divided_repair: 1
  accuracy_loss: <function MnistArgParser.setup_rest.<locals>.ce_loss at 0x7f5cbaad8e50>
  sample_amount: 5000
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  repair_batch_size: 1000
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f5cbaad8700>
[2023-12-21 16:36:41,895][INFO] --epoch 28 loss 0.02679440437350422
[2023-12-21 16:36:42,023][INFO] --epoch 29 loss 0.022423615329898894
[2023-12-21 16:36:42,152][INFO] --epoch 30 loss 0.016441594902426006
[2023-12-21 16:36:42,281][INFO] --epoch 31 loss 0.012635283544659615
[2023-12-21 16:36:42,410][INFO] --epoch 32 loss 0.013662867818493397
[2023-12-21 16:36:42,537][INFO] --epoch 33 loss 0.011955410183873028
[2023-12-21 16:36:42,655][INFO] --epoch 34 loss 0.011017638863995672
[2023-12-21 16:36:42,774][INFO] --epoch 35 loss 0.009938163968035952
[2023-12-21 16:36:42,893][INFO] --epoch 36 loss 0.009906060120556504
[2023-12-21 16:36:43,019][INFO] --epoch 37 loss 0.008208363241283222
[2023-12-21 16:36:43,163][INFO] --epoch 38 loss 0.007726306724362075
[2023-12-21 16:36:43,288][INFO] --epoch 39 loss 0.007376791734714061
[2023-12-21 16:36:43,426][INFO] --epoch 40 loss 0.006721799628576264
[2023-12-21 16:36:43,561][INFO] --epoch 41 loss 0.006719281332334503
[2023-12-21 16:36:43,686][INFO] --epoch 42 loss 0.0065726185857784
[2023-12-21 16:36:43,818][INFO] --epoch 43 loss 0.0064877999480813745
[2023-12-21 16:36:43,958][INFO] --epoch 44 loss 0.006699992384528741
[2023-12-21 16:36:44,096][INFO] --epoch 45 loss 0.006337850179988891
[2023-12-21 16:36:44,235][INFO] --epoch 46 loss 0.006354074532282539
[2023-12-21 16:36:44,370][INFO] --epoch 47 loss 0.006371339265024289
[2023-12-21 16:36:44,512][INFO] --epoch 48 loss 0.006296130106784403
[2023-12-21 16:36:44,651][INFO] --epoch 49 loss 0.006274654332082718
[2023-12-21 16:36:44,772][INFO] --epoch 50 loss 0.00626535065821372
[2023-12-21 16:36:44,899][INFO] --epoch 51 loss 0.006261364891543053
[2023-12-21 16:36:45,019][INFO] --epoch 52 loss 0.006254414934664965
[2023-12-21 16:36:45,137][INFO] --epoch 53 loss 0.0062294160132296385
[2023-12-21 16:36:45,258][INFO] --epoch 54 loss 0.006211353396065533
[2023-12-21 16:36:45,379][INFO] --epoch 55 loss 0.006197083613369614
[2023-12-21 16:36:45,497][INFO] --epoch 56 loss 0.006264456041390076
[2023-12-21 16:36:45,615][INFO] --epoch 57 loss 0.006307742220815271
[2023-12-21 16:36:45,728][INFO] --epoch 58 loss 0.006180828349897638
[2023-12-21 16:36:45,847][INFO] --epoch 59 loss 0.00635361967724748
[2023-12-21 16:36:45,963][INFO] --epoch 60 loss 0.006065960600972175
[2023-12-21 16:36:46,085][INFO] --epoch 61 loss 0.006229852163232863
[2023-12-21 16:36:46,204][INFO] --epoch 62 loss 0.00594495908007957
[2023-12-21 16:36:46,325][INFO] --epoch 63 loss 0.0061334602185525
[2023-12-21 16:36:46,450][INFO] --epoch 64 loss 0.0067487634951248765
[2023-12-21 16:36:46,570][INFO] --epoch 65 loss 0.006240551586961374
[2023-12-21 16:36:46,690][INFO] --epoch 66 loss 0.007967850385466591
[2023-12-21 16:36:46,808][INFO] --epoch 67 loss 0.006475404222146608
[2023-12-21 16:36:46,934][INFO] --epoch 68 loss 0.006872762812417932
[2023-12-21 16:36:47,056][INFO] --epoch 69 loss 0.0065917977131903175
[2023-12-21 16:36:47,177][INFO] --epoch 70 loss 0.010273132799193263
[2023-12-21 16:36:47,301][INFO] --epoch 71 loss 0.007821275159949436
[2023-12-21 16:36:47,420][INFO] --epoch 72 loss 0.005971170373959467
[2023-12-21 16:36:47,545][INFO] --epoch 73 loss 0.0114864886039868
[2023-12-21 16:36:47,669][INFO] --epoch 74 loss 0.014556783012812958
[2023-12-21 16:36:47,796][INFO] --epoch 75 loss 0.06449052543321158
[2023-12-21 16:36:47,921][INFO] --epoch 76 loss 0.07449272313970141
[2023-12-21 16:36:48,047][INFO] --epoch 77 loss 0.0931778556026984
[2023-12-21 16:36:48,171][INFO] --epoch 78 loss 0.020818220521323382
[2023-12-21 16:36:48,289][INFO] --epoch 79 loss 0.020042031112825497
[2023-12-21 16:36:48,409][INFO] --epoch 80 loss 0.030985109397443013
[2023-12-21 16:36:48,530][INFO] --epoch 81 loss 0.01637379547173623
[2023-12-21 16:36:48,651][INFO] --epoch 82 loss 0.028084039315581323
[2023-12-21 16:36:48,767][INFO] --epoch 83 loss 0.018075174413388594
[2023-12-21 16:36:48,882][INFO] --epoch 84 loss 0.34528133816784246
[2023-12-21 16:36:49,024][INFO] --epoch 85 loss 0.1320460590184666
[2023-12-21 16:36:49,144][INFO] --epoch 86 loss 0.08401703319977968
[2023-12-21 16:36:49,270][INFO] --epoch 87 loss 0.040322782879229635
[2023-12-21 16:36:49,390][INFO] --epoch 88 loss 0.47206116049492264
[2023-12-21 16:36:49,512][INFO] --epoch 89 loss 0.12800010538194329
[2023-12-21 16:36:49,635][INFO] --epoch 90 loss 0.11800136547535658
[2023-12-21 16:36:49,758][INFO] --epoch 91 loss 0.066631202516146
[2023-12-21 16:36:49,883][INFO] --epoch 92 loss 0.04696270534186624
[2023-12-21 16:36:50,006][INFO] --epoch 93 loss 0.07173983436077833
[2023-12-21 16:36:50,126][INFO] --epoch 94 loss 0.03432959069032222
[2023-12-21 16:36:50,249][INFO] --epoch 95 loss 0.02156534370733425
[2023-12-21 16:36:50,371][INFO] --epoch 96 loss 0.013214278616942465
[2023-12-21 16:36:50,494][INFO] --epoch 97 loss 0.02490326044789981
[2023-12-21 16:36:50,619][INFO] --epoch 98 loss 0.07748707469145302
[2023-12-21 16:36:50,739][INFO] --epoch 99 loss 0.0802102271351032
[2023-12-21 16:36:50,864][INFO] --epoch 100 loss 0.04067856222391129
[2023-12-21 16:36:50,993][INFO] --epoch 101 loss 0.04326612877193838
[2023-12-21 16:36:51,137][INFO] --epoch 102 loss 0.08291630423336756
[2023-12-21 16:36:51,285][INFO] --epoch 103 loss 0.027914881156175398
[2023-12-21 16:36:51,434][INFO] --epoch 104 loss 0.008557353183277883
[2023-12-21 16:36:51,563][INFO] --epoch 105 loss 0.0048299544287147
[2023-12-21 16:36:51,703][INFO] --epoch 106 loss 0.003000978732598014
[2023-12-21 16:36:51,855][INFO] --epoch 107 loss 0.0224679004320933
[2023-12-21 16:36:51,985][INFO] --epoch 108 loss 0.012508343678200617
[2023-12-21 16:36:52,113][INFO] --epoch 109 loss 0.006670763212605379
[2023-12-21 16:36:52,246][INFO] --epoch 110 loss 0.014608418506395538
[2023-12-21 16:36:52,371][INFO] --epoch 111 loss 0.034627300989814105
[2023-12-21 16:36:52,504][INFO] --epoch 112 loss 0.0028542012252728453
[2023-12-21 16:36:52,629][INFO] --epoch 113 loss 0.0029530841376981696
[2023-12-21 16:36:52,761][INFO] --epoch 114 loss 0.005344704460731009
[2023-12-21 16:36:52,892][INFO] --epoch 115 loss 0.0037192331546975765
[2023-12-21 16:36:53,022][INFO] --epoch 116 loss 0.0017294391422183254
[2023-12-21 16:36:53,152][INFO] --epoch 117 loss 0.0015344963627285323
[2023-12-21 16:36:53,268][INFO] --epoch 118 loss 0.0015796088242495897
[2023-12-21 16:36:53,388][INFO] --epoch 119 loss 0.0014267856837250291
[2023-12-21 16:36:53,510][INFO] --epoch 120 loss 0.0009698361092887354
[2023-12-21 16:36:53,634][INFO] --epoch 121 loss 0.0008656978570797946
[2023-12-21 16:36:53,755][INFO] --epoch 122 loss 0.00195720046540373
[2023-12-21 16:36:53,874][INFO] --epoch 123 loss 0.0013987887643452269
[2023-12-21 16:36:53,999][INFO] --epoch 124 loss 0.000711883808071434
[2023-12-21 16:36:54,124][INFO] --epoch 125 loss 0.0006019695261784364
[2023-12-21 16:36:54,243][INFO] --epoch 126 loss 0.0005098926587379538
[2023-12-21 16:36:54,377][INFO] --epoch 127 loss 0.0005324536492480547
[2023-12-21 16:36:54,502][INFO] --epoch 128 loss 0.0003842520131001947
[2023-12-21 16:36:54,632][INFO] --epoch 129 loss 0.0003455529294114967
[2023-12-21 16:36:54,764][INFO] --epoch 130 loss 0.00029650308169948403
[2023-12-21 16:36:54,903][INFO] --epoch 131 loss 0.00029353471154536237
[2023-12-21 16:36:55,056][INFO] --epoch 132 loss 0.00029132420795576766
[2023-12-21 16:36:55,183][INFO] --epoch 133 loss 0.00027448977270978504
[2023-12-21 16:36:55,303][INFO] --epoch 134 loss 0.00029065736198390367
[2023-12-21 16:36:55,425][INFO] --epoch 135 loss 0.00028759354554495074
[2023-12-21 16:36:55,555][INFO] --epoch 136 loss 0.00027762234640249517
[2023-12-21 16:36:55,679][INFO] --epoch 137 loss 0.00026262448727720766
[2023-12-21 16:36:55,796][INFO] --epoch 138 loss 0.0002436509446852142
[2023-12-21 16:36:55,923][INFO] --epoch 139 loss 0.00024381087905567256
[2023-12-21 16:36:56,045][INFO] --epoch 140 loss 0.00023937979203765282
[2023-12-21 16:36:56,162][INFO] --epoch 141 loss 0.00023764498200762318
[2023-12-21 16:36:56,283][INFO] --epoch 142 loss 0.00024063758264674106
[2023-12-21 16:36:56,409][INFO] --epoch 143 loss 0.0002358279216423398
[2023-12-21 16:36:56,528][INFO] --epoch 144 loss 0.0002307499773451127
[2023-12-21 16:36:56,653][INFO] --epoch 145 loss 0.00022497797936011922
[2023-12-21 16:36:56,777][INFO] --epoch 146 loss 0.00022172006938490086
[2023-12-21 16:36:56,910][INFO] --epoch 147 loss 0.00022047546590329148
[2023-12-21 16:36:57,037][INFO] --epoch 148 loss 0.000219620162533829
[2023-12-21 16:36:57,149][INFO] --epoch 149 loss 0.0002195446035329951
[2023-12-21 16:36:57,297][INFO] --epoch 150 loss 0.0002194998029153794
[2023-12-21 16:36:57,457][INFO] --epoch 151 loss 0.00021944140316918493
[2023-12-21 16:36:57,612][INFO] --epoch 152 loss 0.0002194718475038826
[2023-12-21 16:36:57,746][INFO] --epoch 153 loss 0.00021911278290644986
[2023-12-21 16:36:57,873][INFO] --epoch 154 loss 0.00021832183047081343
[2023-12-21 16:36:57,994][INFO] --epoch 155 loss 0.00021595009475277037
[2023-12-21 16:36:58,115][INFO] --epoch 156 loss 0.00021252679343888303
[2023-12-21 16:36:58,234][INFO] --epoch 157 loss 0.0002077467571325542
[2023-12-21 16:36:58,353][INFO] --epoch 158 loss 0.00020580284308380214
[2023-12-21 16:36:58,477][INFO] --epoch 159 loss 0.0002048717057732574
[2023-12-21 16:36:58,610][INFO] --epoch 160 loss 0.00020210550455885824
[2023-12-21 16:36:58,738][INFO] --epoch 161 loss 0.00019821899759335792
[2023-12-21 16:36:58,866][INFO] --epoch 162 loss 0.00019402292664381094
[2023-12-21 16:36:59,021][INFO] --epoch 163 loss 0.00018351559183429344
[2023-12-21 16:36:59,194][INFO] --epoch 164 loss 0.00018419100761093432
[2023-12-21 16:36:59,363][INFO] --epoch 165 loss 0.000178858350864175
[2023-12-21 16:36:59,534][INFO] --epoch 166 loss 0.00015842488933230924
[2023-12-21 16:36:59,704][INFO] --epoch 167 loss 0.00014805664068262558
[2023-12-21 16:36:59,872][INFO] --epoch 168 loss 0.00013651478757310543
[2023-12-21 16:37:00,037][INFO] --epoch 169 loss 0.00014838037996014463
[2023-12-21 16:37:00,177][INFO] --epoch 170 loss 0.00013093219859001693
[2023-12-21 16:37:00,328][INFO] --epoch 171 loss 0.00011897174983914738
[2023-12-21 16:37:00,494][INFO] --epoch 172 loss 0.00012818528807656548
[2023-12-21 16:37:00,631][INFO] --epoch 173 loss 0.00011797344263868581
[2023-12-21 16:37:00,757][INFO] --epoch 174 loss 0.00010023877212006482
[2023-12-21 16:37:00,892][INFO] --epoch 175 loss 0.00011349753722242895
[2023-12-21 16:37:01,037][INFO] --epoch 176 loss 9.579297279742605e-05
[2023-12-21 16:37:01,173][INFO] --epoch 177 loss 9.817565901357739e-05
[2023-12-21 16:37:01,313][INFO] --epoch 178 loss 9.99623380266712e-05
[2023-12-21 16:37:01,475][INFO] --epoch 179 loss 8.033583494579944e-05
[2023-12-21 16:37:01,600][INFO] --epoch 180 loss 8.448469020549965e-05
[2023-12-21 16:37:01,735][INFO] --epoch 181 loss 0.0005692480615834938
[2023-12-21 16:37:01,868][INFO] --epoch 182 loss 0.0005486510749051377
[2023-12-21 16:37:01,997][INFO] --epoch 183 loss 9.604008009773679e-05
[2023-12-21 16:37:02,143][INFO] --epoch 184 loss 0.00014630079135713459
[2023-12-21 16:37:02,261][INFO] --epoch 185 loss 0.01607066220440174
[2023-12-21 16:37:02,398][INFO] --epoch 186 loss 0.0009206015145537094
[2023-12-21 16:37:02,543][INFO] --epoch 187 loss 0.013254638164471543
[2023-12-21 16:37:02,674][INFO] --epoch 188 loss 0.0015308534315408907
[2023-12-21 16:37:02,813][INFO] --epoch 189 loss 0.0007015990386207704
[2023-12-21 16:37:02,959][INFO] --epoch 190 loss 0.013303788213852386
[2023-12-21 16:37:03,095][INFO] --epoch 191 loss 0.04078389571950538
[2023-12-21 16:37:03,230][INFO] --epoch 192 loss 0.03672298024830525
[2023-12-21 16:37:03,347][INFO] --epoch 193 loss 0.027595501935866195
[2023-12-21 16:37:03,472][INFO] --epoch 194 loss 0.027404096219106576
[2023-12-21 16:37:03,600][INFO] --epoch 195 loss 0.0024566764135670383
[2023-12-21 16:37:03,734][INFO] --epoch 196 loss 0.002047979284725443
[2023-12-21 16:37:03,864][INFO] --epoch 197 loss 0.001817592094448628
[2023-12-21 16:37:03,982][INFO] --epoch 198 loss 0.005443179276335286
[2023-12-21 16:37:04,099][INFO] --epoch 199 loss 0.018966430183354532
[2023-12-21 16:37:04,099][INFO] --adv training finished
[2023-12-21 16:37:04,105][INFO] --evaluate the adv training net on testset
[2023-12-21 16:37:04,108][INFO] --For testset, out of 10000 items, ratio 0.9824
[2023-12-21 16:37:04,108][INFO] --test the defense against autoattack
[2023-12-21 16:37:04,363][INFO] correct1 0
[2023-12-21 16:37:05,305][INFO] correct2 32
[2023-12-21 16:37:05,549][INFO] correct3 0
[2023-12-21 16:37:05,791][INFO] correct1 0
[2023-12-21 16:37:06,817][INFO] correct2 32
[2023-12-21 16:37:07,065][INFO] correct3 0
[2023-12-21 16:37:07,315][INFO] correct1 0
[2023-12-21 16:37:08,274][INFO] correct2 32
[2023-12-21 16:37:08,523][INFO] correct3 0
[2023-12-21 16:37:08,783][INFO] correct1 0
[2023-12-21 16:37:09,727][INFO] correct2 30
[2023-12-21 16:37:09,987][INFO] correct3 0
[2023-12-21 16:37:10,244][INFO] correct1 0
[2023-12-21 16:37:11,138][INFO] correct2 31
[2023-12-21 16:37:11,387][INFO] correct3 0
[2023-12-21 16:37:11,995][INFO] correct1 0
[2023-12-21 16:37:12,850][INFO] correct2 32
[2023-12-21 16:37:13,093][INFO] correct3 0
[2023-12-21 16:37:13,356][INFO] correct1 0
[2023-12-21 16:37:14,261][INFO] correct2 31
[2023-12-21 16:37:14,510][INFO] correct3 0
[2023-12-21 16:37:14,766][INFO] correct1 0
[2023-12-21 16:37:15,704][INFO] correct2 30
[2023-12-21 16:37:15,966][INFO] correct3 0
[2023-12-21 16:37:16,585][INFO] correct1 0
[2023-12-21 16:37:17,495][INFO] correct2 30
[2023-12-21 16:37:17,753][INFO] correct3 0
[2023-12-21 16:37:18,011][INFO] correct1 0
[2023-12-21 16:37:18,917][INFO] correct2 31
[2023-12-21 16:37:19,170][INFO] correct3 0
[2023-12-21 16:37:19,416][INFO] correct1 0
[2023-12-21 16:37:20,380][INFO] correct2 31
[2023-12-21 16:37:20,629][INFO] correct3 0
[2023-12-21 16:37:20,871][INFO] correct1 0
[2023-12-21 16:37:21,746][INFO] correct2 31
[2023-12-21 16:37:21,995][INFO] correct3 0
[2023-12-21 16:37:22,250][INFO] correct1 0
[2023-12-21 16:37:23,143][INFO] correct2 31
[2023-12-21 16:37:23,390][INFO] correct3 0
[2023-12-21 16:37:23,996][INFO] correct1 0
[2023-12-21 16:37:24,886][INFO] correct2 31
[2023-12-21 16:37:25,136][INFO] correct3 0
[2023-12-21 16:37:25,396][INFO] correct1 0
[2023-12-21 16:37:26,291][INFO] correct2 30
[2023-12-21 16:37:26,536][INFO] correct3 0
[2023-12-21 16:37:26,785][INFO] correct1 0
[2023-12-21 16:37:27,657][INFO] correct2 31
[2023-12-21 16:37:27,900][INFO] correct3 0
[2023-12-21 16:37:28,149][INFO] correct1 0
[2023-12-21 16:37:29,015][INFO] correct2 32
[2023-12-21 16:37:29,259][INFO] correct3 0
[2023-12-21 16:37:29,863][INFO] correct1 0
[2023-12-21 16:37:30,771][INFO] correct2 32
[2023-12-21 16:37:31,015][INFO] correct3 0
[2023-12-21 16:37:31,257][INFO] correct1 0
[2023-12-21 16:37:32,171][INFO] correct2 30
[2023-12-21 16:37:32,422][INFO] correct3 0
[2023-12-21 16:37:32,672][INFO] correct1 0
[2023-12-21 16:37:33,569][INFO] correct2 30
[2023-12-21 16:37:33,811][INFO] correct3 0
[2023-12-21 16:37:34,407][INFO] correct1 0
[2023-12-21 16:37:35,309][INFO] correct2 30
[2023-12-21 16:37:35,556][INFO] correct3 0
[2023-12-21 16:37:35,805][INFO] correct1 0
[2023-12-21 16:37:36,709][INFO] correct2 31
[2023-12-21 16:37:36,959][INFO] correct3 0
[2023-12-21 16:37:37,216][INFO] correct1 0
[2023-12-21 16:37:38,121][INFO] correct2 29
[2023-12-21 16:37:38,373][INFO] correct3 0
[2023-12-21 16:37:38,622][INFO] correct1 0
[2023-12-21 16:37:39,517][INFO] correct2 31
[2023-12-21 16:37:39,767][INFO] correct3 0
[2023-12-21 16:37:40,020][INFO] correct1 0
[2023-12-21 16:37:40,936][INFO] correct2 32
[2023-12-21 16:37:41,199][INFO] correct3 0
[2023-12-21 16:37:41,473][INFO] correct1 0
[2023-12-21 16:37:42,877][INFO] correct2 32
[2023-12-21 16:37:43,535][INFO] correct3 0
[2023-12-21 16:37:43,790][INFO] correct1 0
[2023-12-21 16:37:44,765][INFO] correct2 31
[2023-12-21 16:37:45,026][INFO] correct3 0
[2023-12-21 16:37:45,287][INFO] correct1 0
[2023-12-21 16:37:46,234][INFO] correct2 30
[2023-12-21 16:37:46,487][INFO] correct3 0
[2023-12-21 16:37:46,756][INFO] correct1 0
[2023-12-21 16:37:47,678][INFO] correct2 30
[2023-12-21 16:37:47,934][INFO] correct3 0
[2023-12-21 16:37:48,186][INFO] correct1 0
[2023-12-21 16:37:49,161][INFO] correct2 29
[2023-12-21 16:37:49,420][INFO] correct3 0
[2023-12-21 16:37:49,675][INFO] correct1 0
[2023-12-21 16:37:50,618][INFO] correct2 31
[2023-12-21 16:37:50,872][INFO] correct3 0
[2023-12-21 16:37:51,511][INFO] correct1 0
[2023-12-21 16:37:52,396][INFO] correct2 31
[2023-12-21 16:37:52,647][INFO] correct3 0
[2023-12-21 16:37:52,894][INFO] correct1 0
[2023-12-21 16:37:53,756][INFO] correct2 30
[2023-12-21 16:37:54,003][INFO] correct3 0
[2023-12-21 16:37:54,252][INFO] correct1 0
[2023-12-21 16:37:55,121][INFO] correct2 32
[2023-12-21 16:37:55,370][INFO] correct3 0
[2023-12-21 16:37:55,614][INFO] correct1 0
[2023-12-21 16:37:56,912][INFO] correct2 31
[2023-12-21 16:37:57,164][INFO] correct3 0
[2023-12-21 16:37:57,417][INFO] correct1 0
[2023-12-21 16:37:58,321][INFO] correct2 31
[2023-12-21 16:37:58,563][INFO] correct3 0
[2023-12-21 16:37:58,815][INFO] correct1 0
[2023-12-21 16:37:59,714][INFO] correct2 30
[2023-12-21 16:37:59,959][INFO] correct3 0
[2023-12-21 16:38:00,192][INFO] correct1 0
[2023-12-21 16:38:01,104][INFO] correct2 32
[2023-12-21 16:38:01,349][INFO] correct3 0
[2023-12-21 16:38:01,599][INFO] correct1 0
[2023-12-21 16:38:02,500][INFO] correct2 27
[2023-12-21 16:38:02,747][INFO] correct3 0
[2023-12-21 16:38:02,993][INFO] correct1 0
[2023-12-21 16:38:03,879][INFO] correct2 31
[2023-12-21 16:38:04,197][INFO] correct3 0
[2023-12-21 16:38:04,445][INFO] correct1 0
[2023-12-21 16:38:05,320][INFO] correct2 29
[2023-12-21 16:38:05,569][INFO] correct3 0
[2023-12-21 16:38:05,824][INFO] correct1 0
[2023-12-21 16:38:06,778][INFO] correct2 30
[2023-12-21 16:38:07,038][INFO] correct3 0
[2023-12-21 16:38:07,301][INFO] correct1 0
[2023-12-21 16:38:08,255][INFO] correct2 31
[2023-12-21 16:38:08,520][INFO] correct3 0
[2023-12-21 16:38:09,188][INFO] correct1 0
[2023-12-21 16:38:10,106][INFO] correct2 31
[2023-12-21 16:38:10,354][INFO] correct3 0
[2023-12-21 16:38:10,599][INFO] correct1 0
[2023-12-21 16:38:11,473][INFO] correct2 30
[2023-12-21 16:38:11,729][INFO] correct3 0
[2023-12-21 16:38:12,364][INFO] correct1 0
[2023-12-21 16:38:13,378][INFO] correct2 32
[2023-12-21 16:38:13,651][INFO] correct3 0
[2023-12-21 16:38:13,913][INFO] correct1 0
[2023-12-21 16:38:14,869][INFO] correct2 32
[2023-12-21 16:38:15,124][INFO] correct3 0
[2023-12-21 16:38:15,380][INFO] correct1 0
[2023-12-21 16:38:16,300][INFO] correct2 29
[2023-12-21 16:38:16,564][INFO] correct3 0
[2023-12-21 16:38:16,832][INFO] correct1 0
[2023-12-21 16:38:17,753][INFO] correct2 31
[2023-12-21 16:38:18,014][INFO] correct3 0
[2023-12-21 16:38:18,266][INFO] correct1 0
[2023-12-21 16:38:19,166][INFO] correct2 32
[2023-12-21 16:38:19,425][INFO] correct3 0
[2023-12-21 16:38:20,071][INFO] correct1 0
[2023-12-21 16:38:20,975][INFO] correct2 31
[2023-12-21 16:38:21,242][INFO] correct3 0
[2023-12-21 16:38:21,503][INFO] correct1 0
[2023-12-21 16:38:22,408][INFO] correct2 32
[2023-12-21 16:38:22,656][INFO] correct3 0
[2023-12-21 16:38:22,913][INFO] correct1 0
[2023-12-21 16:38:23,815][INFO] correct2 30
[2023-12-21 16:38:24,066][INFO] correct3 0
[2023-12-21 16:38:24,320][INFO] correct1 0
[2023-12-21 16:38:25,245][INFO] correct2 31
[2023-12-21 16:38:25,486][INFO] correct3 0
[2023-12-21 16:38:25,731][INFO] correct1 0
[2023-12-21 16:38:26,628][INFO] correct2 31
[2023-12-21 16:38:26,873][INFO] correct3 0
[2023-12-21 16:38:27,117][INFO] correct1 0
[2023-12-21 16:38:27,988][INFO] correct2 31
[2023-12-21 16:38:28,235][INFO] correct3 0
[2023-12-21 16:38:28,488][INFO] correct1 0
[2023-12-21 16:38:29,386][INFO] correct2 32
[2023-12-21 16:38:29,628][INFO] correct3 0
[2023-12-21 16:38:29,869][INFO] correct1 0
[2023-12-21 16:38:30,790][INFO] correct2 31
[2023-12-21 16:38:31,036][INFO] correct3 0
[2023-12-21 16:38:31,288][INFO] correct1 0
[2023-12-21 16:38:32,210][INFO] correct2 31
[2023-12-21 16:38:32,457][INFO] correct3 0
[2023-12-21 16:38:33,066][INFO] correct1 0
[2023-12-21 16:38:34,026][INFO] correct2 31
[2023-12-21 16:38:34,275][INFO] correct3 0
[2023-12-21 16:38:34,519][INFO] correct1 0
