[2023-12-21 16:30:13,453][INFO] 
===== FNN_big-0.3-500-small-2023-12-21-16-30-13 configuration =====
  exp_fn: test_goal_test
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 800
  tiny_width: 0.001
  lr: 0.001
  batch_size: 50
  min_epochs: 25
  max_epochs: 45
  use_scheduler: True
  no_pts: False
  no_abs: False
  no_refine: False
  quiet: False
  debug: False
  net: FNN_big
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  patch_size: small
  repair_radius: 0.3
  divided_repair: 1
  accuracy_loss: <function MnistArgParser.setup_rest.<locals>.ce_loss at 0x7f5cbaad8e50>
  sample_amount: 5000
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f5cbaad8700>
[2023-12-21 16:30:19,740][INFO] --epoch 67 loss 0.026536076283082365
[2023-12-21 16:30:19,798][INFO] --epoch 68 loss 0.026407183334231376
[2023-12-21 16:30:19,859][INFO] --epoch 69 loss 0.031858532200567426
[2023-12-21 16:30:19,919][INFO] --epoch 70 loss 0.03055292321369052
[2023-12-21 16:30:19,982][INFO] --epoch 71 loss 0.0265312107745558
[2023-12-21 16:30:20,040][INFO] --epoch 72 loss 0.5887198785785586
[2023-12-21 16:30:20,100][INFO] --epoch 73 loss 0.33081085020676254
[2023-12-21 16:30:20,161][INFO] --epoch 74 loss 0.49737240485846995
[2023-12-21 16:30:20,222][INFO] --epoch 75 loss 0.08900636648759246
[2023-12-21 16:30:20,287][INFO] --epoch 76 loss 0.3956450282596052
[2023-12-21 16:30:20,348][INFO] --epoch 77 loss 0.707708970271051
[2023-12-21 16:30:20,409][INFO] --epoch 78 loss 0.23937664814293386
[2023-12-21 16:30:20,473][INFO] --epoch 79 loss 0.07959474856033921
[2023-12-21 16:30:20,536][INFO] --epoch 80 loss 0.3522960579022765
[2023-12-21 16:30:20,596][INFO] --epoch 81 loss 0.37994478493928907
[2023-12-21 16:30:20,658][INFO] --epoch 82 loss 0.12388746477663518
[2023-12-21 16:30:20,718][INFO] --epoch 83 loss 0.7219268655404448
[2023-12-21 16:30:20,778][INFO] --epoch 84 loss 0.4456655539572239
[2023-12-21 16:30:20,837][INFO] --epoch 85 loss 0.15697378041222693
[2023-12-21 16:30:20,896][INFO] --epoch 86 loss 0.8204926375299693
[2023-12-21 16:30:20,957][INFO] --epoch 87 loss 0.21975765321403742
[2023-12-21 16:30:21,018][INFO] --epoch 88 loss 0.20616493625566362
[2023-12-21 16:30:21,080][INFO] --epoch 89 loss 0.1483654946088791
[2023-12-21 16:30:21,140][INFO] --epoch 90 loss 0.487121457234025
[2023-12-21 16:30:21,212][INFO] --epoch 91 loss 0.6396078758873045
[2023-12-21 16:30:21,272][INFO] --epoch 92 loss 0.3694440219551325
[2023-12-21 16:30:21,331][INFO] --epoch 93 loss 0.14780700579285622
[2023-12-21 16:30:21,389][INFO] --epoch 94 loss 0.08205299973487853
[2023-12-21 16:30:21,449][INFO] --epoch 95 loss 0.357818722166121
[2023-12-21 16:30:21,510][INFO] --epoch 96 loss 0.13476220797747374
[2023-12-21 16:30:21,569][INFO] --epoch 97 loss 0.10811931025236846
[2023-12-21 16:30:21,629][INFO] --epoch 98 loss 0.2580522977747023
[2023-12-21 16:30:21,689][INFO] --epoch 99 loss 0.042546421056613326
[2023-12-21 16:30:21,752][INFO] --epoch 100 loss 0.043276596395298836
[2023-12-21 16:30:21,811][INFO] --epoch 101 loss 0.03025273294188082
[2023-12-21 16:30:21,871][INFO] --epoch 102 loss 0.2153385053621605
[2023-12-21 16:30:21,939][INFO] --epoch 103 loss 0.13825251664966345
[2023-12-21 16:30:22,017][INFO] --epoch 104 loss 0.025520002376288174
[2023-12-21 16:30:22,082][INFO] --epoch 105 loss 0.43077138541266324
[2023-12-21 16:30:22,147][INFO] --epoch 106 loss 0.07611654973588884
[2023-12-21 16:30:22,211][INFO] --epoch 107 loss 0.04833838548511267
[2023-12-21 16:30:22,276][INFO] --epoch 108 loss 0.024495024466887116
[2023-12-21 16:30:22,341][INFO] --epoch 109 loss 0.02080667670816183
[2023-12-21 16:30:22,407][INFO] --epoch 110 loss 0.014617087249644101
[2023-12-21 16:30:22,474][INFO] --epoch 111 loss 0.01107044774107635
[2023-12-21 16:30:22,539][INFO] --epoch 112 loss 0.010437442222610116
[2023-12-21 16:30:22,607][INFO] --epoch 113 loss 0.008369577664416284
[2023-12-21 16:30:22,678][INFO] --epoch 114 loss 0.0094137063017115
[2023-12-21 16:30:22,737][INFO] --epoch 115 loss 0.009575793333351613
[2023-12-21 16:30:22,798][INFO] --epoch 116 loss 0.011043854430317879
[2023-12-21 16:30:22,860][INFO] --epoch 117 loss 0.01137849324150011
[2023-12-21 16:30:22,923][INFO] --epoch 118 loss 0.006500347726978361
[2023-12-21 16:30:22,987][INFO] --epoch 119 loss 0.0043947103258688
[2023-12-21 16:30:23,049][INFO] --epoch 120 loss 0.004767877532867715
[2023-12-21 16:30:23,113][INFO] --epoch 121 loss 0.006337550876196474
[2023-12-21 16:30:23,173][INFO] --epoch 122 loss 0.0034741922398097815
[2023-12-21 16:30:23,236][INFO] --epoch 123 loss 0.003245865856297314
[2023-12-21 16:30:23,297][INFO] --epoch 124 loss 0.0023221157200168817
[2023-12-21 16:30:23,359][INFO] --epoch 125 loss 0.002973536413628608
[2023-12-21 16:30:23,428][INFO] --epoch 126 loss 0.002232025290140882
[2023-12-21 16:30:23,493][INFO] --epoch 127 loss 0.0022625647354288956
[2023-12-21 16:30:23,555][INFO] --epoch 128 loss 0.0032376889372244476
[2023-12-21 16:30:23,620][INFO] --epoch 129 loss 0.0024519235535990446
[2023-12-21 16:30:23,685][INFO] --epoch 130 loss 0.0017511486425064505
[2023-12-21 16:30:23,748][INFO] --epoch 131 loss 0.0016416335914982484
[2023-12-21 16:30:23,809][INFO] --epoch 132 loss 0.0019244912604335696
[2023-12-21 16:30:23,872][INFO] --epoch 133 loss 0.0018788440676871688
[2023-12-21 16:30:23,935][INFO] --epoch 134 loss 0.0018231205467600375
[2023-12-21 16:30:23,997][INFO] --epoch 135 loss 0.0014796850620768965
[2023-12-21 16:30:24,058][INFO] --epoch 136 loss 0.0014651277131633833
[2023-12-21 16:30:24,121][INFO] --epoch 137 loss 0.0014113155892118811
[2023-12-21 16:30:24,187][INFO] --epoch 138 loss 0.0013606812746729702
[2023-12-21 16:30:24,261][INFO] --epoch 139 loss 0.0014107357885222882
[2023-12-21 16:30:24,330][INFO] --epoch 140 loss 0.0014680058229714632
[2023-12-21 16:30:24,393][INFO] --epoch 141 loss 0.0014808233769144862
[2023-12-21 16:30:24,452][INFO] --epoch 142 loss 0.001416199907544069
[2023-12-21 16:30:24,513][INFO] --epoch 143 loss 0.0014171579852700234
[2023-12-21 16:30:24,577][INFO] --epoch 144 loss 0.0014255028392653913
[2023-12-21 16:30:24,639][INFO] --epoch 145 loss 0.0014322710660053418
[2023-12-21 16:30:24,704][INFO] --epoch 146 loss 0.0014219677570508793
[2023-12-21 16:30:24,766][INFO] --epoch 147 loss 0.0014121177853667177
[2023-12-21 16:30:24,836][INFO] --epoch 148 loss 0.0014155087730614469
[2023-12-21 16:30:24,902][INFO] --epoch 149 loss 0.0014137943187961354
[2023-12-21 16:30:24,963][INFO] --epoch 150 loss 0.0014132702170172706
[2023-12-21 16:30:25,026][INFO] --epoch 151 loss 0.0014132676151348278
[2023-12-21 16:30:25,089][INFO] --epoch 152 loss 0.0014148736285278574
[2023-12-21 16:30:25,153][INFO] --epoch 153 loss 0.0014126294117886573
[2023-12-21 16:30:25,217][INFO] --epoch 154 loss 0.0014081628556596114
[2023-12-21 16:30:25,280][INFO] --epoch 155 loss 0.001403305257554166
[2023-12-21 16:30:25,339][INFO] --epoch 156 loss 0.0013866604946088045
[2023-12-21 16:30:25,399][INFO] --epoch 157 loss 0.0013980165123939515
[2023-12-21 16:30:25,460][INFO] --epoch 158 loss 0.0013728887191973627
[2023-12-21 16:30:25,520][INFO] --epoch 159 loss 0.0014005817385623232
[2023-12-21 16:30:25,581][INFO] --epoch 160 loss 0.001475304874475114
[2023-12-21 16:30:25,641][INFO] --epoch 161 loss 0.0014871081715682522
[2023-12-21 16:30:25,701][INFO] --epoch 162 loss 0.0014734306081663818
[2023-12-21 16:30:25,761][INFO] --epoch 163 loss 0.0015347331878729164
[2023-12-21 16:30:25,823][INFO] --epoch 164 loss 0.001587520958855748
[2023-12-21 16:30:25,883][INFO] --epoch 165 loss 0.0014509383414406329
[2023-12-21 16:30:25,938][INFO] --epoch 166 loss 0.0013830507145030425
[2023-12-21 16:30:25,998][INFO] --epoch 167 loss 0.0014133524062344804
[2023-12-21 16:30:26,056][INFO] --epoch 168 loss 0.0013406097568804398
[2023-12-21 16:30:26,116][INFO] --epoch 169 loss 0.0016577443719143047
[2023-12-21 16:30:26,175][INFO] --epoch 170 loss 0.0014269457897171378
[2023-12-21 16:30:26,234][INFO] --epoch 171 loss 0.0013613216899102554
[2023-12-21 16:30:26,294][INFO] --epoch 172 loss 0.001369563874322921
[2023-12-21 16:30:26,359][INFO] --epoch 173 loss 0.001201435853727162
[2023-12-21 16:30:26,422][INFO] --epoch 174 loss 0.001169837944325991
[2023-12-21 16:30:26,485][INFO] --epoch 175 loss 0.001395692901860457
[2023-12-21 16:30:26,546][INFO] --epoch 176 loss 0.0011412709864089265
[2023-12-21 16:30:26,607][INFO] --epoch 177 loss 0.00158576937392354
[2023-12-21 16:30:26,669][INFO] --epoch 178 loss 0.0014664719434222206
[2023-12-21 16:30:26,730][INFO] --epoch 179 loss 0.002004292924539186
[2023-12-21 16:30:26,799][INFO] --epoch 180 loss 0.0020101736328797413
[2023-12-21 16:30:26,864][INFO] --epoch 181 loss 0.002292075619334355
[2023-12-21 16:30:26,931][INFO] --epoch 182 loss 0.002481026769964956
[2023-12-21 16:30:26,995][INFO] --epoch 183 loss 0.009689905183040536
[2023-12-21 16:30:27,060][INFO] --epoch 184 loss 0.002558014569513034
[2023-12-21 16:30:27,125][INFO] --epoch 185 loss 0.0021702809404814615
[2023-12-21 16:30:27,196][INFO] --epoch 186 loss 0.0032038355624536053
[2023-12-21 16:30:27,262][INFO] --epoch 187 loss 0.004619978238770273
[2023-12-21 16:30:27,331][INFO] --epoch 188 loss 0.005014287604717537
[2023-12-21 16:30:27,394][INFO] --epoch 189 loss 0.0029557105153799057
[2023-12-21 16:30:27,461][INFO] --epoch 190 loss 0.0038426176870416384
[2023-12-21 16:30:27,520][INFO] --epoch 191 loss 0.0021040466308477335
[2023-12-21 16:30:27,582][INFO] --epoch 192 loss 0.029057142679812388
[2023-12-21 16:30:27,645][INFO] --epoch 193 loss 0.007952276538708248
[2023-12-21 16:30:27,708][INFO] --epoch 194 loss 0.007468670496018603
[2023-12-21 16:30:27,768][INFO] --epoch 195 loss 0.0068440073839155955
[2023-12-21 16:30:27,830][INFO] --epoch 196 loss 0.0050641179055674005
[2023-12-21 16:30:27,894][INFO] --epoch 197 loss 0.0034263631503563376
[2023-12-21 16:30:27,958][INFO] --epoch 198 loss 0.005462132547108922
[2023-12-21 16:30:28,018][INFO] --epoch 199 loss 0.0053720296535175295
[2023-12-21 16:30:28,018][INFO] --adv training finished
[2023-12-21 16:30:28,024][INFO] --evaluate the adv training net on testset
[2023-12-21 16:30:28,025][INFO] --For testset, out of 10000 items, ratio 0.9642
[2023-12-21 16:30:28,026][INFO] --test the defense against autoattack
[2023-12-21 16:30:28,279][INFO] correct1 0
[2023-12-21 16:30:28,884][INFO] correct2 32
[2023-12-21 16:30:29,131][INFO] correct3 0
[2023-12-21 16:30:29,389][INFO] correct1 0
[2023-12-21 16:30:30,017][INFO] correct2 32
[2023-12-21 16:30:30,261][INFO] correct3 0
[2023-12-21 16:30:30,512][INFO] correct1 0
[2023-12-21 16:30:31,134][INFO] correct2 32
[2023-12-21 16:30:31,375][INFO] correct3 0
[2023-12-21 16:30:31,630][INFO] correct1 0
[2023-12-21 16:30:32,216][INFO] correct2 30
[2023-12-21 16:30:32,463][INFO] correct3 0
[2023-12-21 16:30:32,702][INFO] correct1 0
[2023-12-21 16:30:33,290][INFO] correct2 31
[2023-12-21 16:30:33,533][INFO] correct3 0
[2023-12-21 16:30:33,782][INFO] correct1 0
[2023-12-21 16:30:34,347][INFO] correct2 32
[2023-12-21 16:30:34,593][INFO] correct3 0
[2023-12-21 16:30:34,844][INFO] correct1 0
[2023-12-21 16:30:35,412][INFO] correct2 31
[2023-12-21 16:30:35,661][INFO] correct3 0
[2023-12-21 16:30:35,915][INFO] correct1 0
[2023-12-21 16:30:36,507][INFO] correct2 30
[2023-12-21 16:30:36,759][INFO] correct3 0
[2023-12-21 16:30:37,015][INFO] correct1 0
[2023-12-21 16:30:37,581][INFO] correct2 30
[2023-12-21 16:30:37,840][INFO] correct3 0
[2023-12-21 16:30:38,104][INFO] correct1 0
[2023-12-21 16:30:38,684][INFO] correct2 31
[2023-12-21 16:30:38,951][INFO] correct3 0
[2023-12-21 16:30:39,207][INFO] correct1 0
[2023-12-21 16:30:39,815][INFO] correct2 31
[2023-12-21 16:30:40,068][INFO] correct3 0
[2023-12-21 16:30:40,327][INFO] correct1 0
[2023-12-21 16:30:40,927][INFO] correct2 31
[2023-12-21 16:30:41,186][INFO] correct3 0
[2023-12-21 16:30:41,442][INFO] correct1 0
[2023-12-21 16:30:42,033][INFO] correct2 31
[2023-12-21 16:30:42,297][INFO] correct3 0
[2023-12-21 16:30:42,561][INFO] correct1 0
[2023-12-21 16:30:43,227][INFO] correct2 31
[2023-12-21 16:30:43,591][INFO] correct3 0
[2023-12-21 16:30:43,842][INFO] correct1 0
[2023-12-21 16:30:44,543][INFO] correct2 30
[2023-12-21 16:30:44,896][INFO] correct3 0
[2023-12-21 16:30:45,244][INFO] correct1 0
[2023-12-21 16:30:45,918][INFO] correct2 31
[2023-12-21 16:30:46,177][INFO] correct3 0
[2023-12-21 16:30:46,432][INFO] correct1 0
[2023-12-21 16:30:47,179][INFO] correct2 32
[2023-12-21 16:30:47,531][INFO] correct3 0
[2023-12-21 16:30:47,875][INFO] correct1 0
[2023-12-21 16:30:48,562][INFO] correct2 32
[2023-12-21 16:30:48,881][INFO] correct3 0
[2023-12-21 16:30:49,220][INFO] correct1 0
[2023-12-21 16:30:49,969][INFO] correct2 30
[2023-12-21 16:30:50,310][INFO] correct3 0
[2023-12-21 16:30:50,644][INFO] correct1 0
[2023-12-21 16:30:51,429][INFO] correct2 30
[2023-12-21 16:30:51,764][INFO] correct3 0
[2023-12-21 16:30:52,122][INFO] correct1 0
[2023-12-21 16:30:52,877][INFO] correct2 30
[2023-12-21 16:30:53,215][INFO] correct3 0
[2023-12-21 16:30:53,555][INFO] correct1 0
[2023-12-21 16:30:54,311][INFO] correct2 31
[2023-12-21 16:30:54,652][INFO] correct3 0
[2023-12-21 16:30:55,029][INFO] correct1 0
[2023-12-21 16:30:55,768][INFO] correct2 29
[2023-12-21 16:30:56,111][INFO] correct3 0
[2023-12-21 16:30:56,442][INFO] correct1 0
[2023-12-21 16:30:57,212][INFO] correct2 31
[2023-12-21 16:30:57,536][INFO] correct3 0
[2023-12-21 16:30:57,874][INFO] correct1 0
[2023-12-21 16:30:58,615][INFO] correct2 32
[2023-12-21 16:30:58,929][INFO] correct3 0
[2023-12-21 16:30:59,243][INFO] correct1 0
[2023-12-21 16:31:00,451][INFO] correct2 32
[2023-12-21 16:31:00,769][INFO] correct3 0
[2023-12-21 16:31:01,088][INFO] correct1 0
[2023-12-21 16:31:01,808][INFO] correct2 31
[2023-12-21 16:31:02,127][INFO] correct3 0
[2023-12-21 16:31:02,457][INFO] correct1 0
[2023-12-21 16:31:03,041][INFO] correct2 30
[2023-12-21 16:31:03,320][INFO] correct3 0
[2023-12-21 16:31:03,653][INFO] correct1 0
[2023-12-21 16:31:04,399][INFO] correct2 30
[2023-12-21 16:31:04,756][INFO] correct3 0
[2023-12-21 16:31:05,126][INFO] correct1 0
[2023-12-21 16:31:05,757][INFO] correct2 29
[2023-12-21 16:31:06,101][INFO] correct3 0
[2023-12-21 16:31:06,482][INFO] correct1 0
[2023-12-21 16:31:07,129][INFO] correct2 31
[2023-12-21 16:31:07,397][INFO] correct3 0
[2023-12-21 16:31:07,676][INFO] correct1 0
[2023-12-21 16:31:08,286][INFO] correct2 31
[2023-12-21 16:31:08,538][INFO] correct3 0
[2023-12-21 16:31:08,797][INFO] correct1 0
[2023-12-21 16:31:09,398][INFO] correct2 30
[2023-12-21 16:31:09,663][INFO] correct3 0
[2023-12-21 16:31:09,917][INFO] correct1 0
[2023-12-21 16:31:10,491][INFO] correct2 32
[2023-12-21 16:31:10,751][INFO] correct3 0
[2023-12-21 16:31:11,011][INFO] correct1 0
[2023-12-21 16:31:11,604][INFO] correct2 31
[2023-12-21 16:31:11,851][INFO] correct3 0
[2023-12-21 16:31:12,121][INFO] correct1 0
[2023-12-21 16:31:12,720][INFO] correct2 31
[2023-12-21 16:31:12,971][INFO] correct3 0
[2023-12-21 16:31:13,227][INFO] correct1 0
[2023-12-21 16:31:13,842][INFO] correct2 30
[2023-12-21 16:31:14,099][INFO] correct3 0
[2023-12-21 16:31:14,390][INFO] correct1 0
[2023-12-21 16:31:15,011][INFO] correct2 32
[2023-12-21 16:31:15,282][INFO] correct3 0
[2023-12-21 16:31:15,569][INFO] correct1 0
[2023-12-21 16:31:16,200][INFO] correct2 27
[2023-12-21 16:31:16,443][INFO] correct3 0
[2023-12-21 16:31:16,687][INFO] correct1 0
[2023-12-21 16:31:17,277][INFO] correct2 32
[2023-12-21 16:31:17,507][INFO] correct3 0
[2023-12-21 16:31:17,750][INFO] correct1 0
[2023-12-21 16:31:18,350][INFO] correct2 29
[2023-12-21 16:31:18,602][INFO] correct3 0
[2023-12-21 16:31:18,844][INFO] correct1 0
[2023-12-21 16:31:19,446][INFO] correct2 30
[2023-12-21 16:31:19,688][INFO] correct3 0
[2023-12-21 16:31:19,943][INFO] correct1 0
[2023-12-21 16:31:20,515][INFO] correct2 31
[2023-12-21 16:31:20,763][INFO] correct3 0
[2023-12-21 16:31:21,003][INFO] correct1 0
[2023-12-21 16:31:21,615][INFO] correct2 31
[2023-12-21 16:31:21,863][INFO] correct3 0
[2023-12-21 16:31:22,173][INFO] correct1 0
[2023-12-21 16:31:22,765][INFO] correct2 30
[2023-12-21 16:31:23,006][INFO] correct3 0
[2023-12-21 16:31:23,261][INFO] correct1 0
[2023-12-21 16:31:23,844][INFO] correct2 32
[2023-12-21 16:31:24,090][INFO] correct3 0
[2023-12-21 16:31:24,338][INFO] correct1 0
[2023-12-21 16:31:24,937][INFO] correct2 32
[2023-12-21 16:31:25,185][INFO] correct3 0
[2023-12-21 16:31:25,440][INFO] correct1 0
[2023-12-21 16:31:26,045][INFO] correct2 29
[2023-12-21 16:31:26,296][INFO] correct3 0
[2023-12-21 16:31:26,552][INFO] correct1 0
[2023-12-21 16:31:27,136][INFO] correct2 31
[2023-12-21 16:31:27,387][INFO] correct3 0
[2023-12-21 16:31:27,636][INFO] correct1 0
[2023-12-21 16:31:28,217][INFO] correct2 32
[2023-12-21 16:31:28,460][INFO] correct3 0
[2023-12-21 16:31:28,710][INFO] correct1 0
[2023-12-21 16:31:29,317][INFO] correct2 31
[2023-12-21 16:31:29,564][INFO] correct3 0
[2023-12-21 16:31:29,823][INFO] correct1 0
[2023-12-21 16:31:30,410][INFO] correct2 32
[2023-12-21 16:31:30,649][INFO] correct3 0
[2023-12-21 16:31:30,904][INFO] correct1 0
[2023-12-21 16:31:31,534][INFO] correct2 30
[2023-12-21 16:31:31,779][INFO] correct3 0
[2023-12-21 16:31:32,024][INFO] correct1 0
[2023-12-21 16:31:32,578][INFO] correct2 31
[2023-12-21 16:31:32,815][INFO] correct3 0
[2023-12-21 16:31:33,065][INFO] correct1 0
[2023-12-21 16:31:33,646][INFO] correct2 31
[2023-12-21 16:31:33,899][INFO] correct3 0
[2023-12-21 16:31:34,142][INFO] correct1 0
[2023-12-21 16:31:34,699][INFO] correct2 31
[2023-12-21 16:31:34,943][INFO] correct3 0
[2023-12-21 16:31:35,190][INFO] correct1 0
[2023-12-21 16:31:35,750][INFO] correct2 32
[2023-12-21 16:31:35,991][INFO] correct3 0
[2023-12-21 16:31:36,235][INFO] correct1 0
[2023-12-21 16:31:36,844][INFO] correct2 31
[2023-12-21 16:31:37,088][INFO] correct3 0
[2023-12-21 16:31:37,336][INFO] correct1 0
[2023-12-21 16:31:37,928][INFO] correct2 31
[2023-12-21 16:31:38,176][INFO] correct3 0
[2023-12-21 16:31:38,424][INFO] correct1 0
[2023-12-21 16:31:39,064][INFO] correct2 31
[2023-12-21 16:31:39,306][INFO] correct3 0
[2023-12-21 16:31:39,533][INFO] correct1 0
[2023-12-21 16:31:40,123][INFO] correct2 31
[2023-12-21 16:31:40,369][INFO] correct3 0
